Region index,Region label,Time,Speed [kmh],Free flow speed [kmh],Congestion level [%],Travel time per 10 km [min],Road network length [km]
0,Rolla,2024-08-23T00:00,84.2,88.3,4.8,7.1,439.865
0,Rolla,2024-08-23T01:00,88.1,91.5,3.8,6.8,439.865
0,Rolla,2024-08-23T02:00,90.4,92.3,2,6.6,439.865
0,Rolla,2024-08-23T03:00,88.6,90.7,2.4,6.7,439.865
0,Rolla,2024-08-23T04:00,88.5,88.6,0.1,6.7,439.865
0,Rolla,2024-08-23T05:00,81.4,81.7,0.4,7.3,439.865
0,Rolla,2024-08-23T06:00,72.8,75.3,3.3,8.2,439.865
0,Rolla,2024-08-23T07:00,52.5,64.7,23.1,11.4,439.865
0,Rolla,2024-08-23T08:00,61.7,70.1,13.5,9.7,439.865
0,Rolla,2024-08-23T09:00,65.2,73.4,12.6,9.1,439.865
0,Rolla,2024-08-23T10:00,66.1,75,13.4,9,439.865
0,Rolla,2024-08-23T11:00,64.7,74.4,14.9,9.2,439.865
0,Rolla,2024-08-23T12:00,62.7,73.5,17.1,9.5,439.865
0,Rolla,2024-08-23T13:00,65.4,75.1,14.9,9.1,439.865
0,Rolla,2024-08-23T14:00,64.3,75,16.5,9.3,439.865
0,Rolla,2024-08-23T15:00,57.4,70.6,22.8,10.4,439.865
0,Rolla,2024-08-23T16:00,60.3,71.2,18,9.9,439.865
0,Rolla,2024-08-23T17:00,61.2,71.8,17.2,9.7,439.865
0,Rolla,2024-08-23T18:00,63.2,72,13.8,9.4,439.865
0,Rolla,2024-08-23T19:00,64.5,72,11.7,9.2,439.865
0,Rolla,2024-08-23T20:00,63.7,72.4,13.6,9.4,439.865
0,Rolla,2024-08-23T21:00,63.6,71.4,12.1,9.4,439.865
0,Rolla,2024-08-23T22:00,69,75.4,9.1,8.6,439.865
0,Rolla,2024-08-23T23:00,71.6,78.9,10.1,8.3,439.865
0,Rolla,2024-08-24T00:00,78.4,82.9,5.8,7.6,439.865
0,Rolla,2024-08-24T01:00,81.8,86.5,5.8,7.3,439.865
0,Rolla,2024-08-24T02:00,88.1,90.8,2.9,6.8,439.865
0,Rolla,2024-08-24T03:00,86.4,88.7,2.6,6.9,439.865
0,Rolla,2024-08-24T04:00,84.8,88.9,4.8,7,439.865
0,Rolla,2024-08-24T05:00,84.5,86.6,2.5,7.1,439.865
0,Rolla,2024-08-24T06:00,77.9,80.7,3.5,7.6,439.865
0,Rolla,2024-08-24T07:00,74.4,77.3,3.8,8,439.865
0,Rolla,2024-08-24T08:00,70.4,75.7,7.5,8.5,439.865
0,Rolla,2024-08-24T09:00,66.9,74,10.5,8.9,439.865
0,Rolla,2024-08-24T10:00,65.3,72.9,11.7,9.1,439.865
0,Rolla,2024-08-24T11:00,61.7,72.4,17.2,9.7,439.865
0,Rolla,2024-08-24T12:00,60.9,72.9,19.6,9.8,439.865
0,Rolla,2024-08-24T13:00,64.8,74.5,15,9.2,439.865
0,Rolla,2024-08-24T14:00,64.4,73.4,13.9,9.3,439.865
0,Rolla,2024-08-24T15:00,64.9,73.4,13.1,9.2,439.865
0,Rolla,2024-08-24T16:00,63.7,71.6,12.4,9.4,439.865
0,Rolla,2024-08-24T17:00,63.7,71.4,12,9.4,439.865
0,Rolla,2024-08-24T18:00,63.5,70.2,10.6,9.4,439.865
0,Rolla,2024-08-24T19:00,64.6,71.3,10.3,9.2,439.865
0,Rolla,2024-08-24T20:00,62.5,70.3,12.5,9.5,439.865
0,Rolla,2024-08-24T21:00,68.4,74,8.2,8.7,439.865
0,Rolla,2024-08-24T22:00,69.3,73.9,6.6,8.6,439.865
0,Rolla,2024-08-24T23:00,70.9,76.3,7.6,8.4,439.865
0,Rolla,2024-08-25T00:00,74.5,79.7,6.8,8,439.865
0,Rolla,2024-08-25T01:00,79.4,84.5,6.3,7.5,439.865
0,Rolla,2024-08-25T02:00,86.6,89.3,3,6.9,439.865
0,Rolla,2024-08-25T03:00,88.7,90.3,1.8,6.7,439.865
0,Rolla,2024-08-25T04:00,90.3,91.8,1.6,6.6,439.865
0,Rolla,2024-08-25T05:00,83.7,85.3,1.9,7.1,439.865
0,Rolla,2024-08-25T06:00,81.2,81.2,0,7.3,439.865
0,Rolla,2024-08-25T07:00,75.6,77,1.8,7.9,439.865
0,Rolla,2024-08-25T08:00,73.6,76.5,3.9,8.1,439.865
0,Rolla,2024-08-25T09:00,73.1,76.6,4.8,8.2,439.865
0,Rolla,2024-08-25T10:00,68.2,73.7,8.1,8.7,439.865
0,Rolla,2024-08-25T11:00,68.2,74.3,9,8.7,439.865
0,Rolla,2024-08-25T12:00,66.5,74.3,11.6,9,439.865
0,Rolla,2024-08-25T13:00,69.2,77.6,12.1,8.6,439.865
0,Rolla,2024-08-25T14:00,72.1,78.1,8.2,8.3,439.865
0,Rolla,2024-08-25T15:00,70.9,77,8.6,8.4,439.865
0,Rolla,2024-08-25T16:00,71.6,76.9,7.5,8.3,439.865
0,Rolla,2024-08-25T17:00,70.3,75.1,6.7,8.5,439.865
0,Rolla,2024-08-25T18:00,69.8,74.7,6.9,8.5,439.865
0,Rolla,2024-08-25T19:00,67.8,73,7.7,8.8,439.865
0,Rolla,2024-08-25T20:00,68,74.3,9.2,8.8,439.865
0,Rolla,2024-08-25T21:00,71.8,76.9,7.1,8.3,439.865
0,Rolla,2024-08-25T22:00,76.2,79.9,4.7,7.8,439.865
0,Rolla,2024-08-25T23:00,84.3,86.8,3,7.1,439.865
0,Rolla,2024-08-26T00:00,81.5,85.8,5.1,7.3,439.865
0,Rolla,2024-08-26T01:00,83.7,88.8,6,7.1,439.865
0,Rolla,2024-08-26T02:00,87.3,90.5,3.7,6.8,439.865
0,Rolla,2024-08-26T03:00,84.6,88.9,4.9,7,439.865
0,Rolla,2024-08-26T04:00,83.9,85.9,2.4,7.1,439.865
0,Rolla,2024-08-26T05:00,78.3,79.3,1.2,7.6,439.865
0,Rolla,2024-08-26T06:00,68.9,72.4,5,8.7,439.865
0,Rolla,2024-08-26T07:00,49.8,62.4,25.3,12,439.865
0,Rolla,2024-08-26T08:00,59.5,67.8,14,10,439.865
0,Rolla,2024-08-26T09:00,65,72.8,11.9,9.2,439.865
0,Rolla,2024-08-26T10:00,64.7,73.5,13.6,9.2,439.865
0,Rolla,2024-08-26T11:00,62,71.4,15.1,9.6,439.865
0,Rolla,2024-08-26T12:00,61.5,71.7,16.6,9.7,439.865
0,Rolla,2024-08-26T13:00,61.4,70.9,15.5,9.7,439.865
0,Rolla,2024-08-26T14:00,61.6,71.2,15.5,9.7,439.865
0,Rolla,2024-08-26T15:00,54.7,67.3,22.9,10.9,439.865
0,Rolla,2024-08-26T16:00,57.1,68.2,19.2,10.4,439.865
0,Rolla,2024-08-26T17:00,59,68.4,15.8,10.1,439.865
0,Rolla,2024-08-26T18:00,62,69.5,12,9.6,439.865
0,Rolla,2024-08-26T19:00,63.3,69.9,10.3,9.4,439.865
0,Rolla,2024-08-26T20:00,62.1,70.3,13.2,9.6,439.865
0,Rolla,2024-08-26T21:00,69.2,75.2,8.7,8.6,439.865
0,Rolla,2024-08-26T22:00,76.1,81.9,7.6,7.8,439.865
0,Rolla,2024-08-26T23:00,80.2,85.8,6.9,7.4,439.865
0,Rolla,2024-08-27T00:00,86.9,91.1,4.8,6.8,439.865
0,Rolla,2024-08-27T01:00,86.8,92.4,6.4,6.9,439.865
0,Rolla,2024-08-27T02:00,90.2,93.9,4.1,6.6,439.865
0,Rolla,2024-08-27T03:00,85.7,86.7,1.1,6.9,439.865
0,Rolla,2024-08-27T04:00,83.8,85.8,2.2,7.1,439.865
0,Rolla,2024-08-27T05:00,76.2,78,2.4,7.8,439.865
0,Rolla,2024-08-27T06:00,66.6,71.3,7,9,439.865
0,Rolla,2024-08-27T07:00,51.4,63.4,23.2,11.6,439.865
0,Rolla,2024-08-27T08:00,61.4,69.7,13.5,9.7,439.865
0,Rolla,2024-08-27T09:00,61.9,70.7,14.1,9.6,439.865
0,Rolla,2024-08-27T10:00,62.8,72.4,15.1,9.5,439.865
0,Rolla,2024-08-27T11:00,61.4,71.3,16.1,9.7,439.865
0,Rolla,2024-08-27T12:00,57.2,68.4,19.5,10.4,439.865
0,Rolla,2024-08-27T13:00,60.4,70.8,17.2,9.9,439.865
0,Rolla,2024-08-27T14:00,62.2,72,15.6,9.6,439.865
0,Rolla,2024-08-27T15:00,55.6,68.3,22.7,10.7,439.865
0,Rolla,2024-08-27T16:00,57.4,67.7,18,10.4,439.865
0,Rolla,2024-08-27T17:00,57.8,68,17.6,10.3,439.865
0,Rolla,2024-08-27T18:00,61.9,69.3,12,9.6,439.865
0,Rolla,2024-08-27T19:00,61.3,68.9,12.3,9.7,439.865
0,Rolla,2024-08-27T20:00,61.2,70.2,14.6,9.7,439.865
0,Rolla,2024-08-27T21:00,71.1,76.8,7.9,8.4,439.865
0,Rolla,2024-08-27T22:00,73.6,78.9,7.1,8.1,439.865
0,Rolla,2024-08-27T23:00,81.2,86,5.8,7.3,439.865
0,Rolla,2024-08-28T00:00,87,90.7,4.3,6.8,439.865
0,Rolla,2024-08-28T01:00,87.3,91.1,4.4,6.8,439.865
0,Rolla,2024-08-28T02:00,88.4,91.8,3.8,6.7,439.865
0,Rolla,2024-08-28T03:00,86.2,89.3,3.5,6.9,439.865
0,Rolla,2024-08-28T04:00,85,86.9,2.3,7,439.865
0,Rolla,2024-08-28T05:00,76.9,79,2.6,7.7,439.865
0,Rolla,2024-08-28T06:00,68.8,73.3,6.4,8.7,439.865
0,Rolla,2024-08-28T07:00,52.2,64.2,22.9,11.4,439.865
0,Rolla,2024-08-28T08:00,60.9,69.3,13.7,9.8,439.865
0,Rolla,2024-08-28T09:00,63.4,72,13.6,9.4,439.865
0,Rolla,2024-08-28T10:00,64.6,73.8,14.3,9.2,439.865
0,Rolla,2024-08-28T11:00,59.4,70.8,19.2,10,439.865
0,Rolla,2024-08-28T12:00,55.6,70.8,27.1,10.7,439.865
0,Rolla,2024-08-28T13:00,63.4,73.4,15.6,9.4,439.865
0,Rolla,2024-08-28T14:00,62.9,72.3,14.9,9.5,439.865
0,Rolla,2024-08-28T15:00,57,68.9,20.7,10.5,439.865
0,Rolla,2024-08-28T16:00,59.5,70.2,17.8,10,439.865
0,Rolla,2024-08-28T17:00,59.7,69.2,15.9,10,439.865
0,Rolla,2024-08-28T18:00,62,69.9,12.7,9.6,439.865
0,Rolla,2024-08-28T19:00,63.1,71,12.5,9.5,439.865
0,Rolla,2024-08-28T20:00,65.4,74.4,13.7,9.1,439.865
0,Rolla,2024-08-28T21:00,70.2,77.5,10.3,8.5,439.865
0,Rolla,2024-08-28T22:00,72.1,78.7,9.1,8.3,439.865
0,Rolla,2024-08-28T23:00,84.6,88.8,4.9,7,439.865
0,Rolla,2024-08-29T00:00,84.2,88.9,5.6,7.1,439.865
0,Rolla,2024-08-29T01:00,87.5,90.8,3.6,6.8,439.865
0,Rolla,2024-08-29T02:00,88.2,92,4.3,6.7,439.865
0,Rolla,2024-08-29T03:00,87.7,89.5,2,6.8,439.865
0,Rolla,2024-08-29T04:00,86.7,88.5,2.1,6.9,439.865
0,Rolla,2024-08-29T05:00,77.3,80.7,4.4,7.7,439.865
0,Rolla,2024-08-29T06:00,68.8,72.7,5.5,8.7,439.865
0,Rolla,2024-08-29T07:00,52.8,65,23.1,11.3,439.865
0,Rolla,2024-08-29T08:00,62.4,71,13.7,9.6,439.865
0,Rolla,2024-08-29T09:00,63.5,72.9,14.6,9.4,439.865
0,Rolla,2024-08-29T10:00,66,75,13.5,9,439.865
0,Rolla,2024-08-29T11:00,63.9,73.8,15.3,9.3,439.865
0,Rolla,2024-08-29T12:00,60.4,71.4,18.1,9.9,439.865
0,Rolla,2024-08-29T13:00,65.3,74.7,14.4,9.1,439.865
0,Rolla,2024-08-29T14:00,65.7,74.4,13.2,9.1,439.865
0,Rolla,2024-08-29T15:00,59.3,71.6,20.7,10.1,439.865
0,Rolla,2024-08-29T16:00,64,73.6,15,9.3,439.865
0,Rolla,2024-08-29T17:00,62.2,71.6,15,9.6,439.865
0,Rolla,2024-08-29T18:00,66.6,73.7,10.5,8.9,439.865
0,Rolla,2024-08-29T19:00,67.1,73.9,10,8.9,439.865
0,Rolla,2024-08-29T20:00,68.3,75,9.6,8.7,439.865
0,Rolla,2024-08-29T21:00,70,75.9,8.5,8.5,439.865
0,Rolla,2024-08-29T22:00,75.8,80.3,5.9,7.9,439.865
0,Rolla,2024-08-29T23:00,81.5,84.8,4,7.3,439.865
